Ticker,Sector,Market Cap,Annual Return (%)
MOTILALOFS.NS,Financial Services,416109330432,63.50363851479148
BDL.NS,Industrials,454976700416,46.717583467286936
GLAND.NS,Healthcare,256691863552,-18.73166717561996
AEGISLOG.NS,Energy,237135626240,-3.4456193139870583
IPCALAB.NS,Healthcare,384577208320,38.391098992790276
MANYAVAR.NS,Consumer Cyclical,275425656832,6.381508433463079
CESC.NS,Utilities,184320950272,12.503937389076158
JIOFIN.NS,Financial Services,1553025073152,1.9603741181406509
NCC.NS,Industrials,148140490752,20.84632493032268
SONATSOFTW.NS,Technology,156170633216,-24.953539816523808
EMCURE.NS,Healthcare,243458326528,-5.507116524403244
GICRE.NS,Financial Services,737462059008,18.92603643252688
DRREDDY.NS,Healthcare,1020323168256,6.87150393340954
UNOMINDA.NS,Consumer Cyclical,525015777280,31.272526201364514
SWSOLAR.NS,Technology,79061073920,-38.447551148705884
ITI.NS,Technology,331410014208,0.24745446972798124
ANANTRAJ.NS,Real Estate,276931706880,157.80230366284664
MANKIND.NS,Healthcare,1034264182784,21.655789248452262
NAM-INDIA.NS,Financial Services,393519595520,28.430116789768768
PAYTM.NS,Technology,514965766144,7.1243797289593624
KEI.NS,Industrials,406432972800,28.461590415543327
KIRLOSBROS.NS,Industrials,142574829568,112.42891891448714
POLYCAB.NS,Industrials,890144423936,36.25499011620445
INDIACEM.NS,Basic Materials,91559067648,21.96280739524148
OIL.NS,Energy,690657230848,62.54065118313916
RKFORGE.NS,Industrials,145661739008,10.825745173232093
CREDITACC.NS,Financial Services,146263687168,-40.541366850931105
SYNGENE.NS,Healthcare,319521095680,14.640691537281757
JYOTICNC.NS,Industrials,256658243584,169.18307664355993
SOBHA.NS,Real Estate,117123145728,-18.510014729138945
PRESTIGE.NS,Real Estate,540932800512,5.044219266124195
TECHNOE.NS,Industrials,129226473472,36.09022826447108
TEJASNET.NS,Technology,173488881664,26.519827430859387
JWL.NS,Industrials,179520143360,9.308382658089931
CYIENT.NS,Industrials,148080214016,-33.12969533203385
